match_date,match_time,match_id,hometeam,awayteam,bet_name,probability,odds,
2025-09-14,14:30:00,2288200,Preussen M.,F.Düsseldorf,Hangi Takım Kaç Farkla Kazanır :: Dep 3+ Fark,10,"10,9",
2025-09-14,14:30:00,2288200,Preussen M.,F.Düsseldorf,Maç Sonucu ve Karşılıklı Gol :: MS X ve Yok,10,"10,05",
2025-09-14,18:00:00,2285569,Sturm Graz,Austria Wien,"Maç Sonucu ve 4,5 Gol Alt/Üst :: MS 2 ve 4,5 Üst",10,"13,8",
2025-09-14,15:00:00,2289034,Andorra,Cordoba,Hangi Takım Kaç Farkla Kazanır :: Dep 3+ Fark,10,"14,15",
2025-09-14,15:00:00,2289034,Andorra,Cordoba,"Maç Sonucu ve 2,5 Gol Alt/Üst :: MS X ve 2,5 Üst",10,"10,6",
2025-09-14,15:00:00,2289034,Andorra,Cordoba,"Maç Sonucu ve 3,5 Gol Alt/Üst :: MS X ve 3,5 Üst",10,"10,6",
2025-09-14,20:00:00,2288106,Gaziantep,Kocaelispor,İlk Yarı Skoru :: 2-0,10,"10,4",
2025-09-14,20:00:00,2288106,Gaziantep,Kocaelispor,Maç Skoru :: 2:2,10,"10,2",
2025-09-14,23:30:00,2288079,Rosario C.,Boca Juniors,"Maç Sonucu ve 3,5 Gol Alt/Üst :: MS 1 ve 3,5 Üst",10,"12,25",
2025-09-14,23:30:00,2288079,Rosario C.,Boca Juniors,"Maç Sonucu ve 3,5 Gol Alt/Üst :: MS 2 ve 3,5 Üst",10,"17,1",
2025-09-14,06:15:00,2285062,America,CD Guadalajara,"Maç Sonucu ve 1,5 Gol Alt/Üst :: MS X ve 1,5 Alt",10,"10,15",
2025-09-14,06:15:00,2285062,America,CD Guadalajara,Maç Sonucu ve Karşılıklı Gol :: MS X ve Yok,10,"10,3",
2025-09-14,02:00:00,2286058,Pacific FC,Vancouver Langley FC,Maç Sonucu ve Karşılıklı Gol :: MS X ve Yok,10,"11,9",
2025-09-14,05:30:00,2288910,Portland T.,New York RB,Hangi Takım Kaç Farkla Kazanır :: Dep 3+ Fark,10,"14,8",
2025-09-14,18:30:00,2289091,Man. City,Man. United,Maç Skoru :: 2:2,10,"10,3",
2025-09-14,20:30:00,2288975,1860 Münih,TSV Havelse,İlk Yarı / Maç Sonucu :: 2/2,10,"15,1",
2025-09-14,20:30:00,2288975,1860 Münih,TSV Havelse,"Maç Sonucu ve 2,5 Gol Alt/Üst :: MS X ve 2,5 Üst",10,"16,15",
2025-09-14,20:30:00,2288975,1860 Münih,TSV Havelse,"Maç Sonucu ve 3,5 Gol Alt/Üst :: MS X ve 3,5 Üst",10,"16,4",
2025-09-14,13:00:00,2288858,Anyang,Jeju Utd.,"Maç Sonucu ve 2,5 Gol Alt/Üst :: MS X ve 2,5 Üst",10,11,
2025-09-14,13:00:00,2288858,Anyang,Jeju Utd.,"Maç Sonucu ve 3,5 Gol Alt/Üst :: MS X ve 3,5 Üst",10,"10,95",
2025-09-14,16:00:00,2288931,Bandırmaspor,Keçiörengücü,Maç Skoru :: 2:2,10,"12,45",
2025-09-14,17:00:00,2288614,Bragantino,Recife,Maç Skoru :: 2:2,10,"13,65",
2025-09-14,22:00:00,2289098,A.Mineiro,Santos,Maç Skoru :: 2:2,10,"14,3",
2025-09-14,14:30:00,2289013,Antwerp,KAA Gent,"Maç Sonucu ve 1,5 Gol Alt/Üst :: MS X ve 1,5 Alt",10,"11,2",
2025-09-14,14:30:00,2289013,Antwerp,KAA Gent,"Maç Sonucu ve 4,5 Gol Alt/Üst :: MS 2 ve 4,5 Üst",10,"11,5",
2025-09-14,14:30:00,2289013,Antwerp,KAA Gent,Maç Sonucu ve Karşılıklı Gol :: MS X ve Yok,10,"11,3",
2025-09-14,16:00:00,2288714,V. Entella,Mantova,Maç Skoru :: 2:2,10,"12,05",
2025-09-14,16:00:00,2288714,V. Entella,Mantova,"Maç Sonucu ve 4,5 Gol Alt/Üst :: MS 1 ve 4,5 Üst",10,"11,15",
2025-09-14,18:35:00,2305805,AL Riyadh,Al Najma (Suudi),"Maç Sonucu ve 4,5 Gol Alt/Üst :: MS 2 ve 4,5 Üst",10,"11,15",
2025-09-14,14:30:00,2289058,Osnabruck,H. Rostock,"Maç Sonucu ve 2,5 Gol Alt/Üst :: MS X ve 2,5 Üst",10,"11,45",
2025-09-14,14:30:00,2289058,Osnabruck,H. Rostock,"Maç Sonucu ve 3,5 Gol Alt/Üst :: MS X ve 3,5 Üst",10,"11,4",
2025-09-14,02:30:00,2284783,Charleston,Oakland Roots SC,Maç Sonucu ve Karşılıklı Gol :: MS 2 ve Yok,10,"13,5",
2025-09-14,14:00:00,2288454,Dalian Zhixing,Shenzhen PC,Maç Skoru :: 0:0,10,"10,2",
2025-09-14,14:00:00,2288454,Dalian Zhixing,Shenzhen PC,Maç Skoru :: 2:2,10,"10,55",
2025-09-14,14:00:00,2288454,Dalian Zhixing,Shenzhen PC,"Maç Sonucu ve 1,5 Gol Alt/Üst :: MS X ve 1,5 Alt",10,"11,5",
2025-09-14,14:00:00,2288454,Dalian Zhixing,Shenzhen PC,Maç Sonucu ve Karşılıklı Gol :: MS X ve Yok,10,"11,65",
2025-09-14,04:00:00,2288806,Tigres Uanl,Club Leon,"Maç Sonucu ve 2,5 Gol Alt/Üst :: MS X ve 2,5 Üst",10,"12,95",
2025-09-14,04:00:00,2288806,Tigres Uanl,Club Leon,"Maç Sonucu ve 3,5 Gol Alt/Üst :: MS X ve 3,5 Üst",10,"13,05",
2025-09-14,18:30:00,2288096,M'Gladbach,W. Bremen,Deplasman Her İki Yarıyı da Kazanır mı? :: Evet,10,"10,2",
2025-09-14,18:30:00,2288096,M'Gladbach,W. Bremen,Hangi Takım Kaç Farkla Kazanır :: Dep 3+ Fark,10,"13,85",
2025-09-14,19:30:00,2288865,Osasuna,Vallecano,Hangi Takım Kaç Farkla Kazanır :: Dep 3+ Fark,10,"15,4",
2025-09-14,19:30:00,2288865,Osasuna,Vallecano,"Maç Sonucu ve 2,5 Gol Alt/Üst :: MS X ve 2,5 Üst",10,"12,7",
2025-09-14,19:30:00,2288865,Osasuna,Vallecano,"Maç Sonucu ve 3,5 Gol Alt/Üst :: MS X ve 3,5 Üst",10,"12,6",
2025-09-14,11:30:00,2282425,Liefering,Austria Salzburg,Maç Skoru :: 2:2,10,"10,3",
2025-09-14,20:00:00,2288686,Arouca,Casa Pia,Maç Skoru :: 2:2,10,"13,65",
2025-09-14,20:00:00,2288686,Arouca,Casa Pia,"Maç Sonucu ve 4,5 Gol Alt/Üst :: MS 1 ve 4,5 Üst",10,"11,15",
2025-09-14,14:30:00,2374347,Jiangxi D. United,Chongqing Tongli.,"Maç Sonucu ve 1,5 Gol Alt/Üst :: MS 1 ve 1,5 Alt",10,"11,05",
2025-09-14,18:15:00,2289004,Metz,Angers,"Maç Sonucu ve 2,5 Gol Alt/Üst :: MS X ve 2,5 Üst",10,"11,2",
2025-09-14,18:15:00,2289004,Metz,Angers,"Maç Sonucu ve 3,5 Gol Alt/Üst :: MS X ve 3,5 Üst",10,"11,15",
2025-09-14,17:15:00,2288860,Levante,Real Betis,İlk Yarı / Maç Sonucu :: 2/X,10,"12,9",
2025-09-14,13:00:00,2288643,Atl. Madrid B,Real Murcia,"Karşılıklı Gol ve 2,5 Gol Alt/Üst :: 2,5 Üst ve KG Yok",10,"11,4",
2025-09-14,17:00:00,2288077,Cercle Brugge,Charleroi,"Maç Sonucu ve 1,5 Gol Alt/Üst :: MS X ve 1,5 Alt",10,"10,3",
2025-09-14,17:00:00,2288077,Cercle Brugge,Charleroi,"Maç Sonucu ve 2,5 Gol Alt/Üst :: MS X ve 2,5 Üst",10,"10,2",
2025-09-14,17:00:00,2288077,Cercle Brugge,Charleroi,"Maç Sonucu ve 3,5 Gol Alt/Üst :: MS X ve 3,5 Üst",10,"10,2",
2025-09-14,17:00:00,2288077,Cercle Brugge,Charleroi,Maç Sonucu ve Karşılıklı Gol :: MS X ve Yok,10,"10,35",
2025-09-14,14:30:00,2288713,K. Sovetov,Sochi,Maç Skoru :: 2:2,10,"12,15",
2025-09-14,18:00:00,2352273,AS Gabes,ES Zarzis,"Karşılıklı Gol ve 2,5 Gol Alt/Üst :: 2,5 Üst ve KG Yok",10,"13,8",
2025-09-14,18:00:00,2288063,KFUM Oslo,Viking,İlk Yarı / Maç Sonucu :: 2/X,10,"12,85",
2025-09-14,18:00:00,2288063,KFUM Oslo,Viking,"Maç Sonucu ve 2,5 Gol Alt/Üst :: MS X ve 2,5 Üst",10,"10,35",
2025-09-14,18:00:00,2288063,KFUM Oslo,Viking,"Maç Sonucu ve 3,5 Gol Alt/Üst :: MS X ve 3,5 Üst",10,"10,3",
2025-09-14,14:35:00,2288738,Tianjin Teda,Wuhan T.T.,Maç Skoru :: 0:0,10,"10,5",
2025-09-14,14:35:00,2288738,Tianjin Teda,Wuhan T.T.,Maç Skoru :: 2:2,10,"10,75",
2025-09-14,14:35:00,2288738,Tianjin Teda,Wuhan T.T.,"Maç Sonucu ve 1,5 Gol Alt/Üst :: MS X ve 1,5 Alt",10,"11,8",
2025-09-14,14:35:00,2288738,Tianjin Teda,Wuhan T.T.,"Maç Sonucu ve 3,5 Gol Alt/Üst :: MS 2 ve 3,5 Üst",10,"11,15",
2025-09-14,14:35:00,2288738,Tianjin Teda,Wuhan T.T.,Maç Sonucu ve Karşılıklı Gol :: MS X ve Yok,10,12,
2025-09-14,16:00:00,2352338,Kuopion ,Tampereen,"Toplam Gol Alt/Üst :: 0,5 Alt",10,"11,75",
2025-09-14,16:00:00,2352338,Kuopion ,Tampereen,Maç Skoru :: 0:0,10,"12,7",
2025-09-14,16:00:00,2352338,Kuopion ,Tampereen,"Maç Sonucu ve 1,5 Gol Alt/Üst :: MS X ve 1,5 Alt",10,"14,4",
2025-09-14,16:00:00,2352338,Kuopion ,Tampereen,Maç Sonucu ve Karşılıklı Gol :: MS X ve Yok,10,"14,6",
2025-09-14,03:15:00,2288080,Sarmiento,Aldosivi,İlk Yarı Skoru :: 2-0,10,"13,85",
2025-09-14,03:15:00,2288080,Sarmiento,Aldosivi,"Maç Sonucu ve 3,5 Gol Alt/Üst :: MS 1 ve 3,5 Üst",10,"10,3",
2025-09-14,03:15:00,2288080,Sarmiento,Aldosivi,"Maç Sonucu ve 3,5 Gol Alt/Üst :: MS 2 ve 3,5 Üst",10,"22,35",
2025-09-14,19:15:00,2289076,CD Guadalajara,Unionistas CF,"Karşılıklı Gol ve 2,5 Gol Alt/Üst :: 2,5 Üst ve KG Yok",10,"10,15",
2025-09-15,02:00:00,2288706,Df. Justicia,Platense,Hangi Takım Kaç Farkla Kazanır :: Ev 3+ Fark,10,"10,1",
2025-09-15,02:00:00,2288706,Df. Justicia,Platense,İlk Yarı Skoru :: 2-0,10,"13,95",
2025-09-15,20:00:00,2291368,Orgryte,Umea,"Karşılıklı Gol ve 2,5 Gol Alt/Üst :: 2,5 Alt ve KG Var",10,"10,45",
2025-09-15,20:00:00,2291368,Orgryte,Umea,"Maç Sonucu ve 3,5 Gol Alt/Üst :: MS 2 ve 3,5 Alt",10,"10,2",
2025-09-15,19:30:00,2291326,Verona,Cremonese,"Maç Sonucu ve 3,5 Gol Alt/Üst :: MS 2 ve 3,5 Üst",10,"11,8",
2025-09-15,20:00:00,2291367,AIK,Brommapojkar,Maç Skoru :: 2:2,10,14,
2025-09-15,02:30:00,2289032,Vasco Da Gama,Ceara,Maç Skoru :: 2:2,10,16,
2025-09-15,21:30:00,2288278,Zaragoza,Albacete,Maç Skoru :: 2:2,10,"10,9",
2025-09-15,20:00:00,2288415,Fredericia,Vejle,"Maç Sonucu ve 1,5 Gol Alt/Üst :: MS X ve 1,5 Alt",10,"11,25",
2025-09-15,20:00:00,2288415,Fredericia,Vejle,Maç Sonucu ve Karşılıklı Gol :: MS X ve Yok,10,"11,35",
2025-09-15,20:00:00,2311479,Rakow C.,Gornik Zabrze,Maç Skoru :: 2:2,10,"11,5",
2025-09-15,02:00:00,2288199,CA Tigre,Talleres,Hangi Takım Kaç Farkla Kazanır :: Ev 3+ Fark,10,"10,95",
2025-09-15,02:00:00,2288199,CA Tigre,Talleres,İlk Yarı Skoru :: 2-0,10,"14,75",
2025-09-15,02:00:00,2288199,CA Tigre,Talleres,"Maç Sonucu ve 2,5 Gol Alt/Üst :: MS X ve 2,5 Üst",10,"19,65",
2025-09-15,02:00:00,2288199,CA Tigre,Talleres,"Maç Sonucu ve 3,5 Gol Alt/Üst :: MS 1 ve 3,5 Üst",10,"10,95",
2025-09-15,02:00:00,2288199,CA Tigre,Talleres,"Maç Sonucu ve 3,5 Gol Alt/Üst :: MS X ve 3,5 Üst",10,"19,4",
2025-09-15,21:45:00,2301292,Guingamp,Montpellier,Hangi Takım Kaç Farkla Kazanır :: Dep 3+ Fark,10,"12,7",
2025-09-15,21:45:00,2301292,Guingamp,Montpellier,"Maç Sonucu ve 2,5 Gol Alt/Üst :: MS X ve 2,5 Üst",10,11,
2025-09-15,21:45:00,2301292,Guingamp,Montpellier,"Maç Sonucu ve 3,5 Gol Alt/Üst :: MS X ve 3,5 Üst",10,"10,95",
2025-09-15,13:00:00,2291390,Tokyo,Tokyo Verdy,"Maç Sonucu ve 2,5 Gol Alt/Üst :: MS X ve 2,5 Üst",10,"14,75",
2025-09-15,13:00:00,2291390,Tokyo,Tokyo Verdy,"Maç Sonucu ve 3,5 Gol Alt/Üst :: MS X ve 3,5 Üst",10,"14,6",
2025-09-16,02:00:00,2288703,Bahia,Cruzeiro,İlk Yarı Skoru :: 2-0,10,"13,15",
2025-09-12,21:30:00,2372558,Avellino,Monza,İlk Yarı / Maç Sonucu :: 2/X,9,"13,4",
2025-09-12,19:30:00,2282647,A.Bielefeld,Magdeburg,İlk Yarı / Maç Sonucu :: 2/X,9,"12,35",
2025-09-12,19:30:00,2282647,A.Bielefeld,Magdeburg,Maç Skoru :: 0:0,9,"14,7",
2025-09-12,19:30:00,2282647,A.Bielefeld,Magdeburg,"Maç Sonucu ve 1,5 Gol Alt/Üst :: MS X ve 1,5 Alt",9,"16,65",
2025-09-12,19:30:00,2282647,A.Bielefeld,Magdeburg,Maç Sonucu ve Karşılıklı Gol :: MS X ve Yok,9,"16,9",
2025-09-12,19:00:00,2288729,R. Kazan,D. Makhachkala,İlk Yarı / Maç Sonucu :: 2/X,9,"15,2",
2025-09-12,19:00:00,2288729,R. Kazan,D. Makhachkala,Maç Skoru :: 2:2,9,"15,15",
2025-09-12,19:30:00,2282611,Paderborn,Bochum,"Maç Sonucu ve 4,5 Gol Alt/Üst :: MS 2 ve 4,5 Üst",9,"13,45",
2025-09-12,21:00:00,2372552,Amiens,Bastia,İlk Yarı / Maç Sonucu :: 2/X,9,"13,75",
2025-09-12,21:00:00,2372552,Amiens,Bastia,"Maç Sonucu ve 2,5 Gol Alt/Üst :: MS X ve 2,5 Üst",9,"12,55",
2025-09-12,21:00:00,2372552,Amiens,Bastia,"Maç Sonucu ve 3,5 Gol Alt/Üst :: MS X ve 3,5 Üst",9,"12,45",
2025-09-12,17:00:00,2305729,Al Khalidiyah,Aali,"Maç Sonucu ve 1,5 Gol Alt/Üst :: MS 2 ve 1,5 Alt",9,"20,25",
2025-09-12,20:30:00,2282559,Quevilly,Aubagne FC,İlk Yarı / Maç Sonucu :: 2/X,9,"14,25",
2025-09-12,20:30:00,2282559,Quevilly,Aubagne FC,"Maç Sonucu ve 4,5 Gol Alt/Üst :: MS 2 ve 4,5 Üst",9,"21,5",
2025-09-12,21:30:00,2282543,Floridsdorfer,A. Klagenfurt,İlk Yarı / Maç Sonucu :: 2/X,9,"13,75",
2025-09-12,20:30:00,2282403,Versailles 78,Concarneau,Hangi Takım Kaç Farkla Kazanır :: Dep 3+ Fark,9,"19,4",
2025-09-12,20:30:00,2282403,Versailles 78,Concarneau,"Maç Sonucu ve 3,5 Gol Alt/Üst :: MS 2 ve 3,5 Üst",9,"12,45",
2025-09-12,15:00:00,2372539,S. Shenhua,S. Luneng,Maç Skoru :: 1:2,9,"14,3",
2025-09-12,15:00:00,2372539,S. Shenhua,S. Luneng,"Maç Sonucu ve 3,5 Gol Alt/Üst :: MS 2 ve 3,5 Üst",9,"12,1",
2025-09-12,15:00:00,2372539,S. Shenhua,S. Luneng,Maç Sonucu ve Karşılıklı Gol :: MS 2 ve Yok,9,"11,9",
2025-09-12,21:00:00,2372555,Troyes,Nancy,İlk Yarı / Maç Sonucu :: 2/X,9,"14,7",
2025-09-12,02:00:00,2288333,CA Belgrano,S Martin SJ,"Maç Sonucu ve 2,5 Gol Alt/Üst :: MS X ve 2,5 Üst",9,"23,2",
2025-09-12,02:00:00,2288333,CA Belgrano,S Martin SJ,"Maç Sonucu ve 3,5 Gol Alt/Üst :: MS X ve 3,5 Üst",9,"22,8",
2025-09-12,14:35:00,2372537,Chengdu R.,Changchun Y.,"Karşılıklı Gol ve 2,5 Gol Alt/Üst :: 2,5 Alt ve KG Var",9,"15,9",
2025-09-12,14:35:00,2372537,Chengdu R.,Changchun Y.,Maç Skoru :: 1:1,9,"13,85",
2025-09-12,21:00:00,2282208,Graafschap,Willem II,Maç Skoru :: 0:0,9,"13,55",
2025-09-12,21:00:00,2282208,Graafschap,Willem II,"Maç Sonucu ve 1,5 Gol Alt/Üst :: MS X ve 1,5 Alt",9,"15,3",
2025-09-12,21:00:00,2282208,Graafschap,Willem II,Maç Sonucu ve Karşılıklı Gol :: MS X ve Yok,9,"15,5",
2025-09-12,18:30:00,2372541,EIF,Salpa,"Maç Sonucu ve 2,5 Gol Alt/Üst :: MS X ve 2,5 Üst",9,"14,25",
2025-09-12,18:30:00,2372541,EIF,Salpa,"Maç Sonucu ve 3,5 Gol Alt/Üst :: MS X ve 3,5 Üst",9,"14,5",
2025-09-12,21:00:00,2282420,Almere City,Jong PSV,Maç Skoru :: 1:2,9,"14,75",
2025-09-12,21:45:00,2282096,Glentoran,Linfield,İlk Yarı / Maç Sonucu :: 2/X,9,"13,7",
2025-09-12,20:30:00,2372648,Deportivo,C. Cordoba,Hangi Takım Kaç Farkla Kazanır :: Dep 3+ Fark,9,"22,35",
2025-09-12,20:30:00,2372648,Deportivo,C. Cordoba,Hangi Takım Kaç Farkla Kazanır :: Ev 3+ Fark,9,"13,55",
2025-09-12,20:30:00,2372648,Deportivo,C. Cordoba,İlk Yarı Skoru :: 2-0,9,"16,9",
2025-09-12,20:30:00,2372648,Deportivo,C. Cordoba,"Maç Sonucu ve 2,5 Gol Alt/Üst :: MS X ve 2,5 Üst",9,"19,85",
2025-09-12,20:30:00,2372648,Deportivo,C. Cordoba,"Maç Sonucu ve 3,5 Gol Alt/Üst :: MS X ve 3,5 Üst",9,"19,6",
2025-09-12,20:30:00,2282385,Chateauroux,Saint Brieuc,"Maç Sonucu ve 4,5 Gol Alt/Üst :: MS 1 ve 4,5 Üst",9,"15,75",
2025-09-12,19:00:00,2372543,Lechia Gdansk,Katowice,İlk Yarı / Maç Sonucu :: 2/X,9,"13,35",
2025-09-12,19:00:00,2372543,Lechia Gdansk,Katowice,Maç Skoru :: 0:0,9,"13,65",
2025-09-12,19:00:00,2372543,Lechia Gdansk,Katowice,"Maç Sonucu ve 1,5 Gol Alt/Üst :: MS X ve 1,5 Alt",9,"15,5",
2025-09-12,19:00:00,2372543,Lechia Gdansk,Katowice,Maç Sonucu ve Karşılıklı Gol :: MS X ve Yok,9,"15,7",
2025-09-12,19:00:00,2282714,Kapfenberg,Hertha Wels,Maç Skoru :: 0:0,9,"11,3",
2025-09-12,19:00:00,2282714,Kapfenberg,Hertha Wels,"Maç Sonucu ve 1,5 Gol Alt/Üst :: MS X ve 1,5 Alt",9,"12,8",
2025-09-12,19:00:00,2282714,Kapfenberg,Hertha Wels,Maç Sonucu ve Karşılıklı Gol :: MS X ve Yok,9,13,
2025-09-12,22:00:00,2255918,Wydad,K Marrakech,Maç Sonucu ve Karşılıklı Gol :: MS 2 ve Var,9,"13,25",
2025-09-12,01:30:00,2302820,Cruzeiro,A.Mineiro,İlk Yarı / Maç Sonucu :: 2/X,9,"14,5",
2025-09-12,01:30:00,2302820,Cruzeiro,A.Mineiro,"Maç Sonucu ve 3,5 Gol Alt/Üst :: MS 2 ve 3,5 Üst",9,"16,45",
2025-09-12,01:30:00,2302820,Cruzeiro,A.Mineiro,"Maç Sonucu ve 4,5 Gol Alt/Üst :: MS 1 ve 4,5 Üst",9,"18,55",
2025-09-12,20:00:00,2372545,Bodo Glimt,Kristiansund,Maç Sonucu :: MS 2,9,"13,2",
2025-09-12,20:00:00,2282204,Farco,Sakandary,"Karşılıklı Gol ve 2,5 Gol Alt/Üst :: 2,5 Üst ve KG Yok",9,"12,05",
2025-09-12,13:00:00,2372536,V. Kobe,Kashiwa,Hangi Takım Kaç Farkla Kazanır :: Dep 3+ Fark,9,"18,8",
2025-09-12,13:00:00,2372536,V. Kobe,Kashiwa,"Maç Sonucu ve 2,5 Gol Alt/Üst :: MS X ve 2,5 Üst",9,"12,2",
2025-09-12,13:00:00,2372536,V. Kobe,Kashiwa,"Maç Sonucu ve 3,5 Gol Alt/Üst :: MS 2 ve 3,5 Üst",9,"11,75",
2025-09-12,13:00:00,2372536,V. Kobe,Kashiwa,"Maç Sonucu ve 3,5 Gol Alt/Üst :: MS X ve 3,5 Üst",9,"12,15",
2025-09-12,13:00:00,2372536,V. Kobe,Kashiwa,"Maç Sonucu ve 4,5 Gol Alt/Üst :: MS 1 ve 4,5 Üst",9,"12,05",
2025-09-12,21:00:00,2282331,Den Bosch,Dordrecht,İlk Yarı / Maç Sonucu :: 2/X,9,"12,5",
2025-09-12,22:15:00,2288495,Alverca,Tondela,İlk Yarı / Maç Sonucu :: 2/X,9,"13,65",
2025-09-12,21:00:00,2282431,Jong Utrecht,Waalwijk,Maç Skoru :: 0:0,9,"13,35",
2025-09-12,21:00:00,2282431,Jong Utrecht,Waalwijk,Maç Skoru :: 1:0,9,"11,65",
2025-09-12,21:00:00,2282431,Jong Utrecht,Waalwijk,"Maç Sonucu ve 1,5 Gol Alt/Üst :: MS 1 ve 1,5 Alt",9,"13,1",
2025-09-12,21:00:00,2282431,Jong Utrecht,Waalwijk,"Maç Sonucu ve 1,5 Gol Alt/Üst :: MS X ve 1,5 Alt",9,15,
2025-09-12,21:00:00,2282431,Jong Utrecht,Waalwijk,Maç Sonucu ve Karşılıklı Gol :: MS X ve Yok,9,"15,25",
2025-09-12,21:45:00,2282495,Bohemians,Derry City,"Maç Sonucu ve 2,5 Gol Alt/Üst :: MS X ve 2,5 Üst",9,"12,15",
2025-09-12,21:45:00,2282495,Bohemians,Derry City,"Maç Sonucu ve 3,5 Gol Alt/Üst :: MS X ve 3,5 Üst",9,"12,1",
2025-09-12,21:45:00,2282495,Bohemians,Derry City,"Maç Sonucu ve 4,5 Gol Alt/Üst :: MS 1 ve 4,5 Üst",9,"12,65",
2025-09-12,21:00:00,2372554,Pau,Red Star,İlk Yarı / Maç Sonucu :: 2/X,9,"13,35",
2025-09-12,21:45:00,2282123,S. Liege,Mechelen,İlk Yarı / Maç Sonucu :: 2/X,9,"13,05",
2025-09-12,20:30:00,2372548,Le Puy Foot,FC Rouen,Hangi Takım Kaç Farkla Kazanır :: Dep 3+ Fark,9,"16,95",
2025-09-12,20:30:00,2372548,Le Puy Foot,FC Rouen,İlk Yarı / Maç Sonucu :: 2/X,9,"14,4",
2025-09-12,20:30:00,2372548,Le Puy Foot,FC Rouen,"Maç Sonucu ve 3,5 Gol Alt/Üst :: MS 2 ve 3,5 Üst",9,"11,6",
2025-09-12,21:00:00,2282402,Maastricht,Cambuur,Maç Skoru :: 0:0,9,"11,3",
2025-09-12,21:00:00,2282402,Maastricht,Cambuur,"Maç Sonucu ve 1,5 Gol Alt/Üst :: MS X ve 1,5 Alt",9,"12,7",
2025-09-12,21:00:00,2282402,Maastricht,Cambuur,Maç Sonucu ve Karşılıklı Gol :: MS X ve Yok,9,"12,95",
2025-09-12,21:30:00,2372566,Las Palmas,R.Sociedad B,Maç Sonucu ve Karşılıklı Gol :: MS 2 ve Var,9,"12,45",
2025-09-12,19:00:00,2282319,Unia Skier,Hutnik Krak,Maç Sonucu ve Karşılıklı Gol :: MS X ve Yok,9,"14,25",
2025-09-12,20:00:00,2287946,Sonderjyske,Randers,İlk Yarı / Maç Sonucu :: 2/X,9,"12,7",
2025-09-12,21:45:00,2372568,Partick Thistle,Airdrieonian,Maç Skoru :: 2:2,9,"12,45",
2025-09-12,21:30:00,2372564,Lech Poznan,Zaglebie Lubin,"Maç Sonucu ve 1,5 Gol Alt/Üst :: MS X ve 1,5 Alt",9,"11,35",
2025-09-12,21:30:00,2372564,Lech Poznan,Zaglebie Lubin,Maç Sonucu ve Karşılıklı Gol :: MS X ve Yok,9,"11,55",
2025-09-12,21:30:00,2282187,B.Leverkusen,E.Frankfurt,İlk Yarı / Maç Sonucu :: 2/X,9,"12,4",
2025-09-12,21:30:00,2282187,B.Leverkusen,E.Frankfurt,Maç Skoru :: 0:0,9,"14,95",
2025-09-12,21:30:00,2282187,B.Leverkusen,E.Frankfurt,"Maç Sonucu ve 1,5 Gol Alt/Üst :: MS X ve 1,5 Alt",9,"16,9",
2025-09-12,21:30:00,2282187,B.Leverkusen,E.Frankfurt,Maç Sonucu ve Karşılıklı Gol :: MS X ve Yok,9,"17,15",
2025-09-13,15:00:00,2282614,Grenoble,Dunkerque,İlk Yarı / Maç Sonucu :: 2/X,9,"13,05",
2025-09-13,17:30:00,2284710,A. Aachen,Ulm 1846,İlk Yarı / Maç Sonucu :: 2/X,9,"13,25",
2025-09-13,17:00:00,2285460,Arbroath,Dunfermline Athletic,İlk Yarı / Maç Sonucu :: 2/X,9,"13,35",
2025-09-13,17:00:00,2285460,Arbroath,Dunfermline Athletic,"Maç Sonucu ve 2,5 Gol Alt/Üst :: MS X ve 2,5 Üst",9,"12,1",
2025-09-13,17:00:00,2285460,Arbroath,Dunfermline Athletic,"Maç Sonucu ve 3,5 Gol Alt/Üst :: MS X ve 3,5 Üst",9,12,
2025-09-13,22:05:00,2288856,Auxerre,Monaco,Maç Skoru :: 1:0,9,"14,15",
2025-09-13,22:05:00,2288856,Auxerre,Monaco,"Maç Sonucu ve 1,5 Gol Alt/Üst :: MS 1 ve 1,5 Alt",9,"15,75",
2025-09-13,19:30:00,2288108,Huesca,Malaga,"Maç Sonucu ve 4,5 Gol Alt/Üst :: MS 1 ve 4,5 Üst",9,"19,95",
2025-09-13,17:00:00,2285024,Bournemouth,Brighton,İlk Yarı / Maç Sonucu :: 2/X,9,"12,15",
2025-09-13,17:00:00,2285024,Bournemouth,Brighton,Maç Skoru :: 0:0,9,"11,15",
2025-09-13,17:00:00,2285024,Bournemouth,Brighton,"Maç Sonucu ve 1,5 Gol Alt/Üst :: MS X ve 1,5 Alt",9,"12,65",
2025-09-13,17:00:00,2285024,Bournemouth,Brighton,Maç Sonucu ve Karşılıklı Gol :: MS X ve Yok,9,"12,75",
2025-09-13,17:00:00,2285073,Exeter City,Port Vale,İlk Yarı / Maç Sonucu :: 2/X,9,"13,65",
2025-09-13,17:00:00,2284768,Crewe,Barnet,"Maç Sonucu ve 4,5 Gol Alt/Üst :: MS 2 ve 4,5 Üst",9,"11,3",
2025-09-13,17:00:00,2285462,Fleetwood,Walsall,İlk Yarı / Maç Sonucu :: 2/X,9,"13,5",
2025-09-13,18:30:00,2285193,Wisla Plock,Cracovia,Hangi Takım Kaç Farkla Kazanır :: Dep 3+ Fark,9,"16,05",
2025-09-13,18:30:00,2285193,Wisla Plock,Cracovia,İlk Yarı / Maç Sonucu :: 2/X,9,"13,35",
